title,skills,level,rating,platform,combined_features
Usability Testing Boot Camp,Boost your web site's user experience by learning how to run your own usability test from start to finish.,Beginner,4.3,Udemy,Usability Testing Boot Camp Boost your web site's user experience by learning how to run your own usability test from start to finish. Beginner
Build Location Based Augmented Reality Apps with Mapbox,"Create your own GPS-based Pokemon GO - Clone! - using Mapbox, ARKit, ARCore & Unity3D",Beginner,3.3,Udemy,"Build Location Based Augmented Reality Apps with Mapbox Create your own GPS-based Pokemon GO - Clone! - using Mapbox, ARKit, ARCore & Unity3D Beginner"
Google Looker Masterclass: Looker & LookML A-Z 2023,Complete course on Looker (includes LookML) | Looker for both business users as well as developers,Intermediate,4.6,Udemy,Google Looker Masterclass: Looker & LookML A-Z 2023 Complete course on Looker (includes LookML) | Looker for both business users as well as developers All Levels
Mobile Game Programming Using Unreal Engine,Learn to build Android and IOS games using Unreal Engine,Intermediate,3.7,Udemy,Mobile Game Programming Using Unreal Engine Learn to build Android and IOS games using Unreal Engine All Levels
Design Thinking Crash Course | From Beginner to Practitioner,Solve your design thinking challenge in class | Real examples | Practical templates & methods | Certificate [2023],Beginner,4.5,Udemy,Design Thinking Crash Course | From Beginner to Practitioner Solve your design thinking challenge in class | Real examples | Practical templates & methods | Certificate [2023] Beginner
The Complete FOREX Trading Secrets of BIG BANKS Course 2023,BEST Forex Trading Technical Analysis. How to WIN 3-4 BIG trades per month with manipulation of BIG BANKS traders?,Intermediate,3.6,Udemy,The Complete FOREX Trading Secrets of BIG BANKS Course 2023 BEST Forex Trading Technical Analysis. How to WIN 3-4 BIG trades per month with manipulation of BIG BANKS traders? All Levels
"Xero UK - Bookkeeping , VAT & Payroll Complete Course 2022","Xero online from A to Z by certified Xero expert, complete accounting and bookkeeping course including Payroll & VAT",Intermediate,3.7,Udemy,"Xero UK - Bookkeeping , VAT & Payroll Complete Course 2022 Xero online from A to Z by certified Xero expert, complete accounting and bookkeeping course including Payroll & VAT All Levels"
Building Estimation Course and Quantity Surveying With Cad,Learn Full Practical Civil Engineering Building Estimation Course With AutoCad And Ms-Excel/Quantity Take-off Techniques,Beginner,3.4,Udemy,Building Estimation Course and Quantity Surveying With Cad Learn Full Practical Civil Engineering Building Estimation Course With AutoCad And Ms-Excel/Quantity Take-off Techniques Beginner
RANGE BREAK 100 AND 200 STRATEGY BLUEPRINT,Profitable Trading.,Advanced,3.7,Udemy,RANGE BREAK 100 AND 200 STRATEGY BLUEPRINT Profitable Trading. Expert
Transform Your PMO to an Agile Organization,Discover the Advantages of Becoming an Agile Project Management Office and Learn How to Get Started!,Intermediate,4.0,Udemy,Transform Your PMO to an Agile Organization Discover the Advantages of Becoming an Agile Project Management Office and Learn How to Get Started! All Levels
The Ultimate Food and Restaurant Business Course,For Existing Food & Restaurant Businesses & Start Ups. This course will significantly improve you chance of success.,Intermediate,4.5,Udemy,The Ultimate Food and Restaurant Business Course For Existing Food & Restaurant Businesses & Start Ups. This course will significantly improve you chance of success. All Levels
Advanced Algorithms (Graph Algorithms) in Java,"Breadth-First Search, Depth-First Search, Shortest Path, Arbitrage, Strongly Connected Components and Maximum Flow",Intermediate,4.4,Udemy,"Advanced Algorithms (Graph Algorithms) in Java Breadth-First Search, Depth-First Search, Shortest Path, Arbitrage, Strongly Connected Components and Maximum Flow All Levels"
JavaScript: Understanding ES6 and Beyond,Deeply understand JavaScript’s newest features,Intermediate,4.8,Udemy,JavaScript: Understanding ES6 and Beyond Deeply understand JavaScript’s newest features Intermediate
Oracle Database Administration Workshop ( 12c and Higher),"Very helpful course for exam 1Z0-072 or 1Z0-082 ,more than 27 Hours that Prepare You to be a good DBA",Intermediate,4.6,Udemy,"Oracle Database Administration Workshop ( 12c and Higher) Very helpful course for exam 1Z0-072 or 1Z0-082 ,more than 27 Hours that Prepare You to be a good DBA All Levels"
"Create and sell coloring books, sudokus & puzzles on Amazon","Generate passive incomes on internet while having fun! Easily design mazes,sudokus,coloring books, puzzles (low content)",Intermediate,4.5,Udemy,"Create and sell coloring books, sudokus & puzzles on Amazon Generate passive incomes on internet while having fun! Easily design mazes,sudokus,coloring books, puzzles (low content) All Levels"
Cybersecurity in 90 Minutes,"Brief about the essential cybersecurity technologies, devices, and physical security mechanisms for IT organizations",Intermediate,3.6,Udemy,"Cybersecurity in 90 Minutes Brief about the essential cybersecurity technologies, devices, and physical security mechanisms for IT organizations All Levels"
Designing and Developingan Online Course,"Content Development, Lecturing, Program Design Languages, Instructional Design",Beginner,0.0,edX,"Designing and Developingan Online Course Content Development, Lecturing, Program Design Languages, Instructional Design Introductory"
Disciplined Dreaming: Lead Breakthrough Creativity at Work,Use Josh Linkner's Disciplined Dreaming system to learn how to use creativity & innovation to drive results,Beginner,4.5,Udemy,Disciplined Dreaming: Lead Breakthrough Creativity at Work Use Josh Linkner's Disciplined Dreaming system to learn how to use creativity & innovation to drive results Beginner
Python and Tableau: The Complete Data Analytics Bootcamp!,"Become a master at Data Analytics with Python and Tableau - Build 3 Projects, share on your resume and learn by doing!",Beginner,4.5,Udemy,"Python and Tableau: The Complete Data Analytics Bootcamp! Become a master at Data Analytics with Python and Tableau - Build 3 Projects, share on your resume and learn by doing! Beginner"
Crisper Learning for Robotics Process Automation - UiPath,UiPath,Intermediate,3.0,Udemy,Crisper Learning for Robotics Process Automation - UiPath UiPath All Levels
Certificate in Positive Psychology and Happiness |Accredited,Psychology of Happiness AND One of the Nine Prerequisites Required for the Positive Psychology Master Coach Diploma,Beginner,4.8,Udemy,Certificate in Positive Psychology and Happiness |Accredited Psychology of Happiness AND One of the Nine Prerequisites Required for the Positive Psychology Master Coach Diploma Beginner
Leading Global Teams - Inclusively,This course is for any leader or project manager who is leading a dispersed global team.,Intermediate,3.7,Udemy,Leading Global Teams - Inclusively This course is for any leader or project manager who is leading a dispersed global team. Intermediate
ASP .Net Core 5 Web APIs Using DB First [In-depth in 8 Days],100% guarantee of simplicity in all the concepts with less theory and a huge amount of practical real-world examples,Intermediate,4.3,Udemy,ASP .Net Core 5 Web APIs Using DB First [In-depth in 8 Days] 100% guarantee of simplicity in all the concepts with less theory and a huge amount of practical real-world examples Intermediate
Udemy Course Creation for Passive Income (Unofficial),"Udemy course creation for earning in your sleep, even without Udemy teaching experience. Practical & honest (unofficial)",Intermediate,4.7,Udemy,"Udemy Course Creation for Passive Income (Unofficial) Udemy course creation for earning in your sleep, even without Udemy teaching experience. Practical & honest (unofficial) All Levels"
Python+SQL+Oracle and Endless Possibilities,Develop Python application on Oracle Database,Intermediate,4.8,Udemy,Python+SQL+Oracle and Endless Possibilities Develop Python application on Oracle Database All Levels
Writing Advanced SQL Queries on PostgreSQL,Learn to create more complex SQL Queries,Beginner,3.7,Udemy,Writing Advanced SQL Queries on PostgreSQL Learn to create more complex SQL Queries Beginner
AWS Advanced Security: SecOps Automation for the cloud,100% Hands-On | Learn to secure applications on AWS. Defend against threats DDoS Intrusions Vulnerabilities,Intermediate,4.6,Udemy,AWS Advanced Security: SecOps Automation for the cloud 100% Hands-On | Learn to secure applications on AWS. Defend against threats DDoS Intrusions Vulnerabilities Intermediate
Microsoft Project - Course for beginners to advanced,"Program development, resource program, tracking, updating and reporting in Microsoft Project.",Intermediate,4.1,Udemy,"Microsoft Project - Course for beginners to advanced Program development, resource program, tracking, updating and reporting in Microsoft Project. All Levels"
Certification Course For Web Design,Learn the fundamentals of web development in this course.,Beginner,2.2,Udemy,Certification Course For Web Design Learn the fundamentals of web development in this course. Beginner
Linux for Absolute Beginners!,"Get started with Linux, app development, server configuration, networking, and become a system administrator!",Beginner,4.3,Udemy,"Linux for Absolute Beginners! Get started with Linux, app development, server configuration, networking, and become a system administrator! Beginner"
Learn SQL in 6 days,Learn SQL and handle databases confidently,Intermediate,4.3,Udemy,Learn SQL in 6 days Learn SQL and handle databases confidently All Levels
Developing Professional Project Plans through MS Project,Learn to Generate Professional Project Plan through Microsoft Project (MS Project) - beginning to completion,Intermediate,4.4,Udemy,Developing Professional Project Plans through MS Project Learn to Generate Professional Project Plan through Microsoft Project (MS Project) - beginning to completion All Levels
Data science and Data preparation with KNIME,KNIME - a powerful tool for data science and machine learning Data science with higher efficiency. KNIME data cleaning,Beginner,4.5,Udemy,Data science and Data preparation with KNIME KNIME - a powerful tool for data science and machine learning Data science with higher efficiency. KNIME data cleaning Beginner
The Complete Unity 5 Intro - Learn to Build and Design Games,Everything you need to know to get started in the world of Game and Level Development with Unity 5 from the ground up!,Intermediate,4.7,Udemy,The Complete Unity 5 Intro - Learn to Build and Design Games Everything you need to know to get started in the world of Game and Level Development with Unity 5 from the ground up! All Levels
Learning MEAN Stack by Building Real world Application,"Learn how to build Full-Stack Web Application with Nodejs, Express, MongoDB, Angular8, Angular Material, and Passport",Intermediate,3.4,Udemy,"Learning MEAN Stack by Building Real world Application Learn how to build Full-Stack Web Application with Nodejs, Express, MongoDB, Angular8, Angular Material, and Passport All Levels"
